-0.4527306404711758,0.4589934483613334,0.43458933960366153,0.4332700499074127,0.445868975118878
0,0.0,Y,0.2879054546356201
1,0.0,Y,0.2879054546356201
2,0.0,Y,0.2879054546356201
-0.45273064047117717,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
0,0.0,Y,0.47078609466552734
1,0.0,Y,0.47078609466552734
3,0.0,Y,0.47078609466552734
-0.45273064047117706,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
0,0.0,Y,0.37896156311035156
1,0.0,Y,0.37896156311035156
4,0.0,Y,0.37896156311035156
-0.45273064047117706,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
0,0.0,Y,0.4282188415527344
2,0.0,Y,0.4282188415527344
3,0.0,Y,0.4282188415527344
-0.4527306404711764,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
0,0.0,Y,0.41374731063842773
2,0.0,Y,0.41374731063842773
4,0.0,Y,0.41374731063842773
-0.45273064047117706,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
0,0.0,Y,0.2600376605987549
3,0.0,Y,0.2600376605987549
4,0.0,Y,0.2600376605987549
-0.45273064047117706,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
1,0.0,Y,0.3470313549041748
2,6.975736996017723e-16,Y,0.3470313549041748
3,0.0,Y,0.3470313549041748
-0.45273064047117706,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
1,0.0,Y,0.34876346588134766
2,0.0,Y,0.34876346588134766
4,0.0,Y,0.34876346588134766
-0.45273064047117706,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
1,-0.0,Y,0.4633049964904785
3,0.0,Y,0.4633049964904785
4,0.0,Y,0.4633049964904785
-0.4527306404711765,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
2,0.0,Y,0.4812018871307373
3,0.0,Y,0.4812018871307373
4,0.0,Y,0.4812018871307373
0,0,0,N,6644.927535057068
1,0,0,N,6644.927535057068
2,0,0,N,6644.927535057068
0,0,0,N,428.1129114627838
1,0,0,N,428.1129114627838
3,0,0,N,428.1129114627838
0,0,0,N,602.4014019966125
1,0,0,N,602.4014019966125
4,0,0,N,602.4014019966125
0,0,0,N,239.68431162834167
2,0,0,N,239.68431162834167
3,0,0,N,239.68431162834167
0,0,0,N,364.665189743042
2,0,0,N,364.665189743042
4,0,0,N,364.665189743042
0,0,0,N,0.379518985748291
3,0,0,N,0.379518985748291
4,0,0,N,0.379518985748291
1,0,0,N,4559.433837175369
2,0,0,N,4559.433837175369
3,0,0,N,4559.433837175369
1,0,0,N,4115.441136837006
2,0,0,N,4115.441136837006
4,0,0,N,4115.441136837006
1,0,0,N,658.2799463272095
3,0,0,N,658.2799463272095
4,0,0,N,658.2799463272095
2,0,0,N,403.7954523563385
3,0,0,N,403.7954523563385
4,0,0,N,403.7954523563385
0.26642812643143987,1.9551916911235168,0.22790668428055347,2.2964332034284505,0.22790668428055483
0,0.0,Y,4730.1117560863495
1,0.0,Y,4730.1117560863495
2,2.6476754783858105,Y,4730.1117560863495
0,0,0,N,575.0094721317291
1,0,0,N,575.0094721317291
3,0,0,N,575.0094721317291
0,0,0,N,387.61106395721436
1,0,0,N,387.61106395721436
4,0,0,N,387.61106395721436
0.2683753339504893,1.9562311039590305,0.22789923738324414,2.2977115411573745,0.22789923738324358
0,0.0,Y,675.9082221984863
2,2.647932288330771,Y,675.9082221984863
3,0.0,Y,675.9082221984863
0.2658544512219274,1.9545301248973646,0.22817929276796434,2.295597843559169,0.22817929276796356
0,0.0,Y,277.3416585922241
2,2.6476754783858123,Y,277.3416585922241
4,0.0,Y,277.3416585922241
0,0,0,N,0.28609347343444824
3,0,0,N,0.28609347343444824
4,0,0,N,0.28609347343444824
0.14846918234940887,1.9990870394262883,0.14846918234941606,2.4277342948186877,0.1484691823494142
1,0.0,Y,2162.1650626659393
2,2.6054052045893235,Y,2162.1650626659393
3,0.0,Y,2162.1650626659393
0.1316419568216336,2.131725548349354,0.13164195682163432,2.5845157852051672,0.1316419568216345
1,0.0,Y,4500.207054138184
2,2.5978529380190905,Y,4500.207054138184
4,0.0,Y,4500.207054138184
1,0,0,N,569.865718126297
3,0,0,N,569.865718126297
4,0,0,N,569.865718126297
0.2664559557435542,1.9552366055474817,0.2278837027302535,2.2964902796894675,0.22788370273025205
